"Timestamp","Version","NR","MH","XT","TH","WARN","Raw"
"2026-03-16T00:10:30.3022526-04:00","9","","","66,159,47,18","86,218,81,95","1","VER=9;XT=66,159,47,18;TH=86,218,81,95;WARN=1;SID=1;MODE=0;UP=107799"
